text,label,text_length,word_count,cleaned_text,processed_text,word_count_processed,processed_length
i feel like i cant have dirty dishes piled up laundry strewn about or toys scattered everywhere,sadness,95,17,i feel like i cant have dirty dishes piled up laundry strewn about or toys scattered everywhere,feel like cant dirty dish piled laundry strewn toy scattered everywhere,11,71
i feel more so lately than ever that life is so precious,joy,56,12,i feel more so lately than ever that life is so precious,feel so lately ever life so precious,7,36
i feel completely burdened with my own intelligence,sadness,51,8,i feel completely burdened with my own intelligence,feel completely burdened intelligence,4,37
i cant think of any emotional state that is worse than feeling generally worthless and unlovable,sadness,96,16,i cant think of any emotional state that is worse than feeling generally worthless and unlovable,cant think emotional state worse feeling generally worthless unlovable,9,70
i dont have any photos with me because i was too excited and happy about my prejudging which i did great btw at least i feel tt i did since i felt confident and didnt stutter in front the panel of judges we had and dearest bf was around after doors opened for the public,joy,270,55,i dont have any photos with me because i was too excited and happy about my prejudging which i did great btw at least i feel tt i did since i felt confident and didnt stutter in front the panel of judges we had and dearest bf was around after doors opened for the public,dont photo too excited happy prejudging great btw least feel tt since felt confident didnt stutter front panel judge dearest bf around door opened public,25,153
im feeling jolly by a href http www,joy,35,8,im feeling jolly by a href http www,im feeling jolly href http www,6,30
i feel fake because i think if you really want to have a good conversation and make good contact you have to appear especially self confident and even risk talking to some people which are no good to talk to at all until you meet one person which you have a good connection to,sadness,276,54,i feel fake because i think if you really want to have a good conversation and make good contact you have to appear especially self confident and even risk talking to some people which are no good to talk to at all until you meet one person which you have a good connection to,feel fake think really want good conversation make good contact appear especially self confident even risk talking people no good talk meet one person good connection,26,166
i went around for the rest of the day feeling distressed that i changed my appearance based on someones comments how i made myself even by coincidence more appealing to him and that just felt wrong wrong wrong,fear,209,38,i went around for the rest of the day feeling distressed that i changed my appearance based on someones comments how i made myself even by coincidence more appealing to him and that just felt wrong wrong wrong,went around rest day feeling distressed changed appearance based someone comment made even coincidence appealing just felt wrong wrong wrong,20,140
i really enjoy cabernet for how aggressive the flavors tend to be and while this isnt exactly a light wine it still has a general congenial feel to it that i find a very pleasant,joy,178,35,i really enjoy cabernet for how aggressive the flavors tend to be and while this isnt exactly a light wine it still has a general congenial feel to it that i find a very pleasant,really enjoy cabernet aggressive flavor tend isnt exactly light wine still general congenial feel find very pleasant,17,116
i woke up very early this morning feeling joyful,joy,48,9,i woke up very early this morning feeling joyful,woke very early morning feeling joyful,6,38
i wonder how it feels to be loved by someone you love,love,53,12,i wonder how it feels to be loved by someone you love,wonder feel loved someone love,5,30
i feel as if i havent blogged in ages are at least truly blogged i am doing an update cute little post today,joy,108,23,i feel as if i havent blogged in ages are at least truly blogged i am doing an update cute little post today,feel havent blogged age least truly blogged update cute little post today,12,73
i feel cared for and accepted,love,29,6,i feel cared for and accepted,feel cared accepted,3,19
i feel passionate about knitting and seeing really good films and the surprisingly awesome tv programs that are on now i cant believe i just wrote that,love,151,27,i feel passionate about knitting and seeing really good films and the surprisingly awesome tv programs that are on now i cant believe i just wrote that,feel passionate knitting seeing really good film surprisingly awesome tv program cant believe just wrote,15,104
im feeling depressed again,sadness,26,4,im feeling depressed again,im feeling depressed,3,20
i feel i feel drained i feel as if talking to others will finish all my strength,sadness,80,17,i feel i feel drained i feel as if talking to others will finish all my strength,feel feel drained feel talking others finish strength,8,53
i am feeling ok lots of bruising to my arms where they decided to remove blood from me,joy,86,18,i am feeling ok lots of bruising to my arms where they decided to remove blood from me,feeling ok lot bruising arm decided remove blood,8,48
i just don t feel that the others are worthwhile,joy,48,10,i just don t feel that the others are worthwhile,just feel others worthwhile,4,27
im just feeling listless and bored or something,sadness,47,8,im just feeling listless and bored or something,im just feeling listless bored something,6,40
i have the joy of allowing kids to feel like the valued treasures that they are and to just have a blast being a kid alongside with them but can i just say its an incredibly humbling experience to have influence into a childs life and to know that what you do and say is being internalized,joy,289,57,i have the joy of allowing kids to feel like the valued treasures that they are and to just have a blast being a kid alongside with them but can i just say its an incredibly humbling experience to have influence into a childs life and to know that what you do and say is being internalized,joy allowing kid feel like valued treasure just blast kid alongside just say incredibly humbling experience influence child life know say internalized,22,150
i sometimes feel irritated at the thought of spending money on a few annuals to spruce up my doorstep,anger,101,19,i sometimes feel irritated at the thought of spending money on a few annuals to spruce up my doorstep,sometimes feel irritated thought spending money annual spruce doorstep,9,70
i wish i could bottle her squeals of delight and take them out whenever im feeling grumpy,anger,89,17,i wish i could bottle her squeals of delight and take them out whenever im feeling grumpy,wish could bottle squeal delight take whenever im feeling grumpy,10,64
i have been feeling overwhelmed with it all and needing to take time out,surprise,72,14,i have been feeling overwhelmed with it all and needing to take time out,feeling overwhelmed needing take time,5,37
im feeling dangerous and ill just write and figure out where the hell itll take me,anger,82,16,im feeling dangerous and ill just write and figure out where the hell itll take me,im feeling dangerous ill just write figure hell itll take,10,57
i honestly thought impossible at this point i feel pretty,joy,57,10,i honestly thought impossible at this point i feel pretty,honestly thought impossible point feel pretty,6,45
i have found that some korean men are turning to foreign women because of the freedom they feel it can be easily accounted for that dating between koreans can be a casual thing but more often than not it tends to be a serious matter,joy,232,45,i have found that some korean men are turning to foreign women because of the freedom they feel it can be easily accounted for that dating between koreans can be a casual thing but more often than not it tends to be a serious matter,found korean men turning foreign woman freedom feel easily accounted dating korean casual thing often not tends serious matter,19,126
i think i was also having a pity party because i am feeling a bit frustrated with how little time i seem to have each day,anger,121,26,i think i was also having a pity party because i am feeling a bit frustrated with how little time i seem to have each day,think also pity party feeling bit frustrated little time seem day,11,65
i forgive myself for accepting and allowing myself to have the feeling that i am going to get punished for doing something wrong,sadness,128,23,i forgive myself for accepting and allowing myself to have the feeling that i am going to get punished for doing something wrong,forgive accepting allowing feeling going get punished something wrong,9,69
i feel like i m part of the problem when i call out missy jane s trusting an angel cover for not airbrushing out all the real skin on the cover model s,joy,151,33,i feel like i m part of the problem when i call out missy jane s trusting an angel cover for not airbrushing out all the real skin on the cover model s,feel like part problem call missy jane trusting angel cover not airbrushing real skin cover model,16,97
i might feel offended at times from hearing statements where that i strongly disagree,anger,85,14,i might feel offended at times from hearing statements where that i strongly disagree,might feel offended time hearing statement strongly disagree,8,60
i can easily feel quite pressured by routines and i really noticed the difference while i was away,fear,98,18,i can easily feel quite pressured by routines and i really noticed the difference while i was away,easily feel quite pressured routine really noticed difference away,9,66
i was feeling the need for some christmas crafting this week especially after seeing a couple of lovely quilty christmas projects at stitch group,love,145,24,i was feeling the need for some christmas crafting this week especially after seeing a couple of lovely quilty christmas projects at stitch group,feeling need christmas crafting week especially seeing couple lovely quilty christmas project stitch group,14,106
i can cycle further than ever before and the feeling of finishing the manchester to blackpool miles then not being at all bothered at having to ride an extra mile to put,anger,169,32,i can cycle further than ever before and the feeling of finishing the manchester to blackpool miles then not being at all bothered at having to ride an extra mile to put,cycle ever feeling finishing manchester blackpool mile not bothered ride extra mile put,13,87
im not sure how i feel more than anything im keen to see it as a test to see if im over him yet and ready to view him as a friend,joy,129,32,im not sure how i feel more than anything im keen to see it as a test to see if im over him yet and ready to view him as a friend,im not sure feel anything im keen see test see im yet ready view friend,15,71
i also feel lethargic and again,sadness,31,6,i also feel lethargic and again,also feel lethargic,3,19
im feeling somewhat nostalgic about the game just from the fact that its star wars,love,82,15,im feeling somewhat nostalgic about the game just from the fact that its star wars,im feeling somewhat nostalgic game just fact star war,9,53
i don t feel like i should be punished to carry this burden even though i have been for four years now,sadness,102,22,i don t feel like i should be punished to carry this burden even though i have been for four years now,feel like punished carry burden even though four year,9,53
i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,anger,256,55,i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,feeling like said humour get im one people even spoke issue no one would too bothered would care thought head wasnt true way like dont want burden sort thing,29,157
i feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where,love,148,30,i feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where,feel part life treasured london flatmate especially neat point something say,11,76
i feel all innocent now,joy,23,5,i feel all innocent now,feel innocent,2,13
i feel hopeful with this new treatment to extend my life,joy,56,11,i feel hopeful with this new treatment to extend my life,feel hopeful new treatment extend life,6,38
i feel like an idiot for trusting you though,joy,44,9,i feel like an idiot for trusting you though,feel like idiot trusting though,5,31
i am only providing the link as a courtesy to its author but it was all about stuff that was either before my time or i never experienced even if i lived when it was available so i couldn t feel emotional about any of it,sadness,220,46,i am only providing the link as a courtesy to its author but it was all about stuff that was either before my time or i never experienced even if i lived when it was available so i couldn t feel emotional about any of it,providing link courtesy author stuff either time never experienced even lived available so feel emotional,15,105
i have a feeling i kinda lost my best friend,sadness,44,10,i have a feeling i kinda lost my best friend,feeling kinda lost best friend,5,30
ive had a few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional i put my coat on and curled up and created this safety nest inside my coat,sadness,192,39,ive had a few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional i put my coat on and curled up and created this safety nest inside my coat,ive rough day since midst cry dealing feeling just so defeated emotional put coat curled created safety nest inside coat,20,120
i do feel terribly remourseful that i didnt stay faithful to my plans and get him sooner,love,88,17,i do feel terribly remourseful that i didnt stay faithful to my plans and get him sooner,feel terribly remourseful didnt stay faithful plan get sooner,9,61
i went to a wedding this weekend and i have to say i was feeling very important,joy,79,17,i went to a wedding this weekend and i have to say i was feeling very important,went wedding weekend say feeling very important,7,47
i should stop reading sids blogs but it is part of my blogging community and i feel that in supporting each other we get better at handling grief and hence i am not going to stop,love,178,36,i should stop reading sids blogs but it is part of my blogging community and i feel that in supporting each other we get better at handling grief and hence i am not going to stop,stop reading sids blog part blogging community feel supporting get better handling grief hence not going stop,17,109
i feel less shy about exploring roles in more physical ways,fear,59,11,i feel less shy about exploring roles in more physical ways,feel less shy exploring role physical way,7,41
i replied feeling strange at giving the orders,surprise,46,8,i replied feeling strange at giving the orders,replied feeling strange giving order,5,36
i chant the invocation and feel his force supporting me as i teach,joy,66,13,i chant the invocation and feel his force supporting me as i teach,chant invocation feel force supporting teach,6,44
i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,joy,134,29,i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,feel like move sleep glad enjoyed week good sleep mentioned feeling,11,67
i am really hurt and i feel unimportant and that sucks,sadness,54,11,i am really hurt and i feel unimportant and that sucks,really hurt feel unimportant suck,5,33
i grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise i grew fond of the ocean,joy,150,28,i grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise i grew fond of the ocean,grew around feeling living minute away gorgeous atlantic ocean brazil so probably no surprise grew fond ocean,17,109
i feel honoured today olu jacobs i feel honoured today olu jacobs a href http momo,joy,82,16,i feel honoured today olu jacobs i feel honoured today olu jacobs a href http momo,feel honoured today olu jacob feel honoured today olu jacob href http momo,13,74
i made some chilli oil because it s monday and i was feeling dangerous,anger,70,14,i made some chilli oil because it s monday and i was feeling dangerous,made chilli oil monday feeling dangerous,6,40
i started walking again yesterday and it feels amazing,joy,54,9,i started walking again yesterday and it feels amazing,started walking yesterday feel amazing,5,38
ive also been feeling somewhat emo irritable lately,anger,51,8,ive also been feeling somewhat emo irritable lately,ive also feeling somewhat emo irritable lately,7,46
i felt joyful then it subsided now i feel joyful again,joy,54,11,i felt joyful then it subsided now i feel joyful again,felt joyful subsided feel joyful,5,32
i feel like i have to shy away from triggering some stereotype of a person who will scream and break things because they didnt get to eat their favorite kind of sandwich,fear,169,32,i feel like i have to shy away from triggering some stereotype of a person who will scream and break things because they didnt get to eat their favorite kind of sandwich,feel like shy away triggering stereotype person scream break thing didnt get eat favorite kind sandwich,16,103
i feel completely distracted and emotionally drained,anger,52,7,i feel completely distracted and emotionally drained,feel completely distracted emotionally drained,5,46
i exhausted and feeling a little morose but now im livid on top of everything else,sadness,82,16,i exhausted and feeling a little morose but now im livid on top of everything else,exhausted feeling little morose im livid top everything else,9,60
i feel so safe and tucked away,joy,30,7,i feel so safe and tucked away,feel so safe tucked away,5,24
im feeling too tortured to write today,fear,38,7,im feeling too tortured to write today,im feeling too tortured write today,6,35
i promise youll feel inspired afterwards,joy,40,6,i promise youll feel inspired afterwards,promise youll feel inspired afterwards,5,38
i feel however i have something far more precious than feelings,joy,63,11,i feel however i have something far more precious than feelings,feel however something far precious feeling,6,43
i feel that working together and supporting each other as a whole i can represent a larger younger voice in politics what can i say to that,love,139,27,i feel that working together and supporting each other as a whole i can represent a larger younger voice in politics what can i say to that,feel working together supporting whole represent larger younger voice politics say,11,82
im alone in this apartment i get this overwhelming feeling like im being watched and that im unwelcome,sadness,102,18,im alone in this apartment i get this overwhelming feeling like im being watched and that im unwelcome,im alone apartment get overwhelming feeling like im watched im unwelcome,11,72
i feel blessed that i have people in my life who remind me all the time that i did the right thing and that i look better like this,love,131,29,i feel blessed that i have people in my life who remind me all the time that i did the right thing and that i look better like this,feel blessed people life remind time right thing look better like,11,65
i had come to associate the bad feelings with bad behaviour and this only continued,sadness,83,15,i had come to associate the bad feelings with bad behaviour and this only continued,come associate bad feeling bad behaviour continued,7,50
i feel a lot of affection for you that is longing to be conveyed,love,64,14,i feel a lot of affection for you that is longing to be conveyed,feel lot affection longing conveyed,5,35
i am and i am looking for some vest tops i have some shorts but long ones due to feel paranoid that i have cellulite everywhere,fear,127,26,i am and i am looking for some vest tops i have some shorts but long ones due to feel paranoid that i have cellulite everywhere,looking vest top short long one due feel paranoid cellulite everywhere,11,70
i feel like it was a bit of divine intervention for me,joy,54,12,i feel like it was a bit of divine intervention for me,feel like bit divine intervention,5,33
i know is that she s here and i m so thankful for her warm loving and peaceful presence i feel when my anger or feelings of discontent and frustration flare up,sadness,159,32,i know is that she s here and i m so thankful for her warm loving and peaceful presence i feel when my anger or feelings of discontent and frustration flare up,know so thankful warm loving peaceful presence feel anger feeling discontent frustration flare,13,94
im trying to be understanding open minded and fair but im feeling completely pissed to the max about a few things,anger,113,21,im trying to be understanding open minded and fair but im feeling completely pissed to the max about a few things,im trying understanding open minded fair im feeling completely pissed max thing,12,79
i don t know if this helps at all but writing all of this has made me feel somewhat regretful of ashamed of who i was and while i have more to share i just don t think i can right now,sadness,183,42,i don t know if this helps at all but writing all of this has made me feel somewhat regretful of ashamed of who i was and while i have more to share i just don t think i can right now,know help writing made feel somewhat regretful ashamed share just think right,12,77
i feel happy about this solution,joy,32,6,i feel happy about this solution,feel happy solution,3,19
i did enjoy the book however and i especially liked the characters of the brothers one fired up with the detectin spirit and the other feeling skeptical but willing to back his brother in a fight,fear,195,36,i did enjoy the book however and i especially liked the characters of the brothers one fired up with the detectin spirit and the other feeling skeptical but willing to back his brother in a fight,enjoy book however especially liked character brother one fired detectin spirit feeling skeptical willing back brother fight,17,124
im not sure if its just me who feels this way or if its everyone but tortured souls dont make for the best boyfriends,anger,117,24,im not sure if its just me who feels this way or if its everyone but tortured souls dont make for the best boyfriends,im not sure just feel way everyone tortured soul dont make best boyfriend,13,73
i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds,sadness,230,44,i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds,not conducted survey quite likely many feel assaulted onel demon creator would felt wall covered eminent figure patriotic hero epic deed,21,136
i think were on a level of understanding though i still feel hes hesitant,fear,73,14,i think were on a level of understanding though i still feel hes hesitant,think level understanding though still feel he hesitant,8,55
i just feel so virtuous when we go on a fieldtrip,joy,49,11,i just feel so virtuous when we go on a fieldtrip,just feel so virtuous go fieldtrip,6,34
im not gonna lie i was kinda sad and down and feeling pretty lonely,sadness,67,14,im not gonna lie i was kinda sad and down and feeling pretty lonely,im not gon na lie kinda sad feeling pretty lonely,10,49
im feeling ecstatic about right now the classy ever after redesign project begins this week,joy,91,15,im feeling ecstatic about right now the classy ever after redesign project begins this week,im feeling ecstatic right classy ever redesign project begin week,10,65
i feel could have been avoided with some blazes markers or cairns i was very annoyed at this point,anger,98,19,i feel could have been avoided with some blazes markers or cairns i was very annoyed at this point,feel could avoided blaze marker cairn very annoyed point,9,56
i never told my boyfriend or his parents and i do remember feeling embarrassed and maybe even a little ashamed,sadness,110,20,i never told my boyfriend or his parents and i do remember feeling embarrassed and maybe even a little ashamed,never told boyfriend parent remember feeling embarrassed maybe even little ashamed,11,82
i feel more aggravated and annoyed by their visits,anger,50,9,i feel more aggravated and annoyed by their visits,feel aggravated annoyed visit,4,29
im feeling completely idiotic by not being ablo to contribute,sadness,61,10,im feeling completely idiotic by not being ablo to contribute,im feeling completely idiotic not ablo contribute,7,49
i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on,joy,104,23,i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on,aint happy im feeling glad got sunshine bag im useless not long future coming,14,77
i feel strong is that i dont let the anger win,joy,46,11,i feel strong is that i dont let the anger win,feel strong dont let anger win,6,30
i always feel so helpless during times of disaster but i feel a little better knowing that even a few dollars can make a difference for someone in need,sadness,151,29,i always feel so helpless during times of disaster but i feel a little better knowing that even a few dollars can make a difference for someone in need,always feel so helpless time disaster feel little better knowing even dollar make difference someone need,16,105
i honestly feel extremely shy to ask my friends to take pictures of me how vain must they think i am,fear,100,21,i honestly feel extremely shy to ask my friends to take pictures of me how vain must they think i am,honestly feel extremely shy ask friend take picture vain must think,11,67
ill find that elusive second wind and feel more hopeful but today i am a href http www,joy,86,18,ill find that elusive second wind and feel more hopeful but today i am a href http www,ill find elusive second wind feel hopeful today href http www,11,61
i feel intimidated nervous and overwhelmed and i shake like a leaf,fear,66,12,i feel intimidated nervous and overwhelmed and i shake like a leaf,feel intimidated nervous overwhelmed shake like leaf,7,52
i make myself feel useful by fucking a guy,joy,42,9,i make myself feel useful by fucking a guy,make feel useful fucking guy,5,28
i feel most inspired to create and ive been thinking a lot about inspiration this week,joy,86,16,i feel most inspired to create and ive been thinking a lot about inspiration this week,feel inspired create ive thinking lot inspiration week,8,54
i think most interactions in person are probably fine sufficiently respectful and polite that the ladies don t feel abused,sadness,122,20,i think most interactions in person are probably fine sufficiently respectful and polite that the ladies don t feel abused,think interaction person probably fine sufficiently respectful polite lady feel abused,11,86
im feeling extremely fabulous with my jacket and shoes aint no bitches gonna bring me down hahah,joy,96,17,im feeling extremely fabulous with my jacket and shoes aint no bitches gonna bring me down hahah,im feeling extremely fabulous jacket shoe aint no bitch gon na bring hahah,13,74
ive have chosen to walk with jesus and maybe im feeling a bit miserable im going to suck it up and think about these three dudes,sadness,128,26,ive have chosen to walk with jesus and maybe im feeling a bit miserable im going to suck it up and think about these three dudes,ive chosen walk jesus maybe im feeling bit miserable im going suck think three dude,15,83
i had a good day but right now im feeling pretty irritable for no real reason meaning nothing significant happened to make me feel annoyed,anger,138,25,i had a good day but right now im feeling pretty irritable for no real reason meaning nothing significant happened to make me feel annoyed,good day right im feeling pretty irritable no real reason meaning nothing significant happened make feel annoyed,17,112
i am feeling contented and pissed at the same time,joy,50,10,i am feeling contented and pissed at the same time,feeling contented pissed time,4,29
i wonder if the homeowners would feel weird if i parked to gape at their landscaping,surprise,84,16,i wonder if the homeowners would feel weird if i parked to gape at their landscaping,wonder homeowner would feel weird parked gape landscaping,8,57
i both feel impatience at the rate of loss and impressed at the same time,surprise,73,15,i both feel impatience at the rate of loss and impressed at the same time,feel impatience rate loss impressed time,6,40
im a big guy and ive gotten into some of the rigs that weve worked with to try them out and see what they feel like and let me tell you it was less than pleasant,joy,161,36,im a big guy and ive gotten into some of the rigs that weve worked with to try them out and see what they feel like and let me tell you it was less than pleasant,im big guy ive gotten rig weve worked try see feel like let tell less pleasant,16,78
i ran errands to buy cora a few newborn sized sleepers i had not previously made any newborn sized babies and went out to lunch to celebrate how great i was feeling i feel amazing no pain no pain meds and moving around almost completely normally at days out,surprise,257,49,i ran errands to buy cora a few newborn sized sleepers i had not previously made any newborn sized babies and went out to lunch to celebrate how great i was feeling i feel amazing no pain no pain meds and moving around almost completely normally at days out,ran errand buy cora newborn sized sleeper not previously made newborn sized baby went lunch celebrate great feeling feel amazing no pain no pain med moving around almost completely normally day,31,193
i really am not feeling child friendly,joy,38,7,i really am not feeling child friendly,really not feeling child friendly,5,33
i feel furious with myself,anger,26,5,i feel furious with myself,feel furious,2,12
i think or feel but like this person i am still amazed by them,surprise,62,14,i think or feel but like this person i am still amazed by them,think feel like person still amazed,6,35
i like to think i present myself and the life and times of the working mum to a good standard and if i ever do miss a apostrophe or miss spell a particular word please feel free to call me on it,joy,194,42,i like to think i present myself and the life and times of the working mum to a good standard and if i ever do miss a apostrophe or miss spell a particular word please feel free to call me on it,like think present life time working mum good standard ever miss apostrophe miss spell particular word please feel free call,20,124
i don t feel i can ask him what feels like a dumb question,sadness,58,14,i don t feel i can ask him what feels like a dumb question,feel ask feel like dumb question,6,32
i feel proud to know several people that have deserved to be advanced for a while now and finally picked it up this time around or last time in a few peoples cases,joy,163,33,i feel proud to know several people that have deserved to be advanced for a while now and finally picked it up this time around or last time in a few peoples cases,feel proud know several people deserved advanced finally picked time around last time people case,15,97
i give up from my goals if i feel them boring,sadness,45,11,i give up from my goals if i feel them boring,give goal feel boring,4,21
i was careful to make sure the characters featured you can feel sympathetic,love,75,13,i was careful to make sure the characters featured you can feel sympathetic,careful make sure character featured feel sympathetic,7,53
i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit,sadness,137,25,i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit,didnt make weight watcher meeting feeling guilty made sure healthy breakfast consisting museli yoghurt fruit,15,108
i am feeling the tender spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this cowboy,love,123,28,i am feeling the tender spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this cowboy,feeling tender spot foot flex certain way so back wearing shoe day cowboy,13,73
i know how that feels weird right,fear,33,7,i know how that feels weird right,know feel weird right,4,21
i thought yoga was supposed to make me feel tranquil peaceful and sculpt my legs into those of a greek goddess,joy,110,21,i thought yoga was supposed to make me feel tranquil peaceful and sculpt my legs into those of a greek goddess,thought yoga supposed make feel tranquil peaceful sculpt leg greek goddess,11,74
i just feel its one of those things you dont talk about too much because then too many people come to know and then the plan doesnt taste as sweet nor does it feel like a plan,love,175,37,i just feel its one of those things you dont talk about too much because then too many people come to know and then the plan doesnt taste as sweet nor does it feel like a plan,just feel one thing dont talk too much too many people come know plan doesnt taste sweet feel like plan,20,103
i left the theater i ran my hand sadly over the plush red backs of the seats in front of me feeling almost mournful that i wasnt going to be back for a long time,sadness,161,35,i left the theater i ran my hand sadly over the plush red backs of the seats in front of me feeling almost mournful that i wasnt going to be back for a long time,left theater ran hand sadly plush red back seat front feeling almost mournful wasnt going back long time,18,104
i asked some girls what it meant to them to be valued and for the most part the response was that they felt valued when the people around them made them feel valued and treated them in a loving and caring manner,joy,211,42,i asked some girls what it meant to them to be valued and for the most part the response was that they felt valued when the people around them made them feel valued and treated them in a loving and caring manner,asked girl meant valued part response felt valued people around made feel valued treated loving caring manner,17,109
i am feeling very petty right now,anger,33,7,i am feeling very petty right now,feeling very petty right,4,24
i wasn t the person who was helping i realized that it was i who inspired all these people to start charity work and i can t help but feel proud,joy,144,31,i wasn t the person who was helping i realized that it was i who inspired all these people to start charity work and i can t help but feel proud,person helping realized inspired people start charity work help feel proud,11,74
i feel so amazingly overwhelming thrilled for my wedding,joy,56,9,i feel so amazingly overwhelming thrilled for my wedding,feel so amazingly overwhelming thrilled wedding,6,47
i feel shame in a strange way,surprise,29,7,i feel shame in a strange way,feel shame strange way,4,22
i suspect much of the country feels after the tragic events of last week,sadness,72,14,i suspect much of the country feels after the tragic events of last week,suspect much country feel tragic event last week,8,48
i feel like that because for the most part i have accepted that this is a part of my life and that people will never changed,love,124,26,i feel like that because for the most part i have accepted that this is a part of my life and that people will never changed,feel like part accepted part life people never changed,9,54
i find it relaxes me and i feel productive making food as the end product should taste nice and will satisfy myself and other people,joy,132,25,i find it relaxes me and i feel productive making food as the end product should taste nice and will satisfy myself and other people,find relaxes feel productive making food end product taste nice satisfy people,12,78
i feel that sometimes i ve been distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days,anger,148,28,i feel that sometimes i ve been distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days,feel sometimes distracted neglectful thankful not adding another box check otherwise busy day,13,93
i feel about these individuals but that opening line shows how inadequate simple words can be,sadness,93,16,i feel about these individuals but that opening line shows how inadequate simple words can be,feel individual opening line show inadequate simple word,8,56
ive been too deep down in the swamps swimming in muddy waters tortured by fear feeling lonely and lost,sadness,102,19,ive been too deep down in the swamps swimming in muddy waters tortured by fear feeling lonely and lost,ive too deep swamp swimming muddy water tortured fear feeling lonely lost,12,73
i didn t feel talented at anything i was doing and eventually wasn t putting fully into it,joy,90,18,i didn t feel talented at anything i was doing and eventually wasn t putting fully into it,feel talented anything eventually putting fully,6,47
i read her blog is that i feel that shes one person who doesnt care how people look at her and believes in being herself no matter how bitchy annoying or self centered that may seem to people,anger,191,38,i read her blog is that i feel that shes one person who doesnt care how people look at her and believes in being herself no matter how bitchy annoying or self centered that may seem to people,read blog feel shes one person doesnt care people look belief no matter bitchy annoying self centered may seem people,20,117
i am sat here feeling mightily distracted and not wanting to write the next scene of my nano just yet rape torture bad stuff,anger,124,24,i am sat here feeling mightily distracted and not wanting to write the next scene of my nano just yet rape torture bad stuff,sat feeling mightily distracted not wanting write next scene nano just yet rape torture bad stuff,16,97
i came across something which made me feel lousy,sadness,48,9,i came across something which made me feel lousy,came across something made feel lousy,6,37
i love rides but wasnt feeling too hot this day,love,47,10,i love rides but wasnt feeling too hot this day,love ride wasnt feeling too hot day,7,35
i feel bothered by any of these things i open a door,anger,52,12,i feel bothered by any of these things i open a door,feel bothered thing open door,5,29
i found myself feeling nostalgic as i thought about the temporarily abandoned little bishop chronicles,love,102,15,i found myself feeling nostalgic as i thought about the temporarily abandoned little bishop chronicles,found feeling nostalgic thought temporarily abandoned little bishop chronicle,9,77
i forgive myself that i have accepted and allowed myself to think that as i am writing this blog that someone will feel sorry for me give me some sympathy and tell me i am right,sadness,177,36,i forgive myself that i have accepted and allowed myself to think that as i am writing this blog that someone will feel sorry for me give me some sympathy and tell me i am right,forgive accepted allowed think writing blog someone feel sorry give sympathy tell right,13,87
i feel irritable about the number of people that came into our office whining about their own circumstances i realize im not practicing thinking about the good things and i find it a better way to pull yourself into the present,anger,227,41,i feel irritable about the number of people that came into our office whining about their own circumstances i realize im not practicing thinking about the good things and i find it a better way to pull yourself into the present,feel irritable number people came office whining circumstance realize im not practicing thinking good thing find better way pull present,20,136
i am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children,sadness,144,28,i am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children,too well aware strength feeling house hold tragic needless death so many men woman child,15,88
i feel for all of you who have been supporting me is so extreme there would be no way to put a number value on it,joy,113,26,i feel for all of you who have been supporting me is so extreme there would be no way to put a number value on it,feel supporting so extreme would no way put number value,10,56
i feel such duties are unimportant to our profession i just am not qualified to discuss all of them,sadness,99,19,i feel such duties are unimportant to our profession i just am not qualified to discuss all of them,feel duty unimportant profession just not qualified discus,8,58
i do feel proud and happy and also very grateful to all who read me,joy,67,15,i do feel proud and happy and also very grateful to all who read me,feel proud happy also very grateful read,7,40
